BirdID,TerritoryID,Island,StatusID,Status,FieldPeriodID,PeriodStart,PeriodEnd
1494,140,CN,21664,BrM,122,18/06/2013,30/09/2013
1494,140,CN,22392,BrM,54,11/11/2005,11/12/2005
1494,140,CN,22938,BrM,124,19/01/2014,04/03/2014
1494,140,CN,23565,BrM,125,16/06/2014,04/10/2014
1494,140,CN,24147,BrM,139,16/01/2015,05/03/2015
1605,1,CN,19685,BrF,116,04/06/2012,30/09/2012
1605,8,CN,6918,BrF,41,11/07/2002,02/10/2002
1605,8,CN,7378,BrF,30,06/06/2003,02/09/2003
1605,8,CN,7568,BrF,34,30/05/2004,02/09/2004
1605,8,CN,7847,BrF,32,17/05/2004,29/05/2004
1605,8,CN,8153,BrF,35,18/12/2004,12/01/2005
1605,8,CN,8537,BrF,31,12/12/2003,14/01/2004
1605,8,CN,9028,BrF,37,26/05/2005,11/09/2005
1605,8,CN,13423,BrF,75,12/06/2006,02/09/2006
1605,8,CN,13835,BrF,77,06/01/2007,29/01/2007
1605,8,CN,14218,BrF,90,30/12/2008,03/03/2009
1605,8,CN,14630,BrF,82,14/06/2007,16/09/2007
1605,8,CN,15068,BrF,85,08/01/2008,21/02/2008
1605,8,CN,15598,BrF,87,10/07/2008,07/09/2008
1605,8,CN,16175,BrF,92,08/06/2009,18/09/2009
1605,8,CN,17551,BrF,104,30/06/2010,10/09/2010
1605,8,CN,17972,BrF,105,25/06/2011,02/10/2011
1605,8,CN,19395,BrF,103,12/02/2010,19/03/2010
1605,8,CN,19689,BrF,116,04/06/2012,30/09/2012
1605,8,CN,20067,BrF,118,22/01/2013,27/02/2013
1605,8,CN,20199,BrF,112,22/01/2012,28/02/2012
1605,8,CN,21427,H,122,18/06/2013,30/09/2013
1605,8,CN,22121,BrF,54,11/11/2005,11/12/2005
1605,8,CN,22683,H,124,19/01/2014,04/03/2014
1605,8,CN,23275,H,125,16/06/2014,04/10/2014
1605,8,CN,23831,ABX,139,16/01/2015,05/03/2015
1605,40,CN,6426,ABX,40,29/06/2001,26/07/2001
1607,13,CN,7665,BrM,34,30/05/2004,02/09/2004
1607,13,CN,7849,BrM,32,17/05/2004,29/05/2004
1607,13,CN,8164,BrM,35,18/12/2004,12/01/2005
1607,13,CN,8547,BrM,31,12/12/2003,14/01/2004
1607,13,CN,9059,BrM,37,26/05/2005,11/09/2005
1607,13,CN,13438,BrM,75,12/06/2006,02/09/2006
1607,13,CN,13850,BrM,77,06/01/2007,29/01/2007
1607,13,CN,14233,BrM,90,30/12/2008,03/03/2009
1607,13,CN,14642,BrM,82,14/06/2007,16/09/2007
1607,13,CN,15083,BrM,85,08/01/2008,21/02/2008
1607,13,CN,15617,BrM,87,10/07/2008,07/09/2008
1607,13,CN,16191,BrM,92,08/06/2009,18/09/2009
1607,13,CN,17570,BrM,104,30/06/2010,10/09/2010
1607,13,CN,18010,BrM,105,25/06/2011,02/10/2011
1607,13,CN,19406,BrM,103,12/02/2010,19/03/2010
1607,13,CN,19817,BrM,116,04/06/2012,30/09/2012
1607,13,CN,20084,BrM,118,22/01/2013,27/02/2013
1607,13,CN,20214,BrM,112,22/01/2012,28/02/2012
1607,13,CN,21441,BrM,122,18/06/2013,30/09/2013
1607,13,CN,22132,BrM,54,11/11/2005,11/12/2005
1607,13,CN,22695,ABX,124,19/01/2014,04/03/2014
1607,13,CN,23286,BrM,125,16/06/2014,04/10/2014
1607,13,CN,23842,BrM,139,16/01/2015,05/03/2015
1607,40,CN,6427,FL,40,29/06/2001,26/07/2001
1607,40,CN,6978,ABX,41,11/07/2002,02/10/2002
1660,8,CN,6917,OFL,41,11/07/2002,02/10/2002
1660,8,CN,7366,H,30,06/06/2003,02/09/2003
1660,8,CN,7569,H,34,30/05/2004,02/09/2004
1660,8,CN,7857,H,32,17/05/2004,29/05/2004
1660,8,CN,8152,ABX,35,18/12/2004,12/01/2005
1660,8,CN,8536,ABX,31,12/12/2003,14/01/2004
1660,8,CN,9049,ABX,37,26/05/2005,11/09/2005
1660,8,CN,13427,H,75,12/06/2006,02/09/2006
1660,8,CN,13840,BrF,77,06/01/2007,29/01/2007
1660,8,CN,14221,ABX,90,30/12/2008,03/03/2009
1660,8,CN,14629,ABX,82,14/06/2007,16/09/2007
1660,8,CN,15070,ABX,85,08/01/2008,21/02/2008
1660,8,CN,15600,H,87,10/07/2008,07/09/2008
1660,8,CN,16177,ABX,92,08/06/2009,18/09/2009
1660,8,CN,17553,H,104,30/06/2010,10/09/2010
1660,8,CN,17971,H,105,25/06/2011,02/10/2011
1660,8,CN,19396,H,103,12/02/2010,19/03/2010
1660,8,CN,19949,ABX,116,04/06/2012,30/09/2012
1660,8,CN,20069,ABX,118,22/01/2013,27/02/2013
1660,8,CN,20201,ABX,112,22/01/2012,28/02/2012
1660,8,CN,21429,BrF,122,18/06/2013,30/09/2013
1660,8,CN,22122,ABX,54,11/11/2005,11/12/2005
1660,8,CN,22681,BrF,124,19/01/2014,04/03/2014
1660,8,CN,23273,BrF,125,16/06/2014,04/10/2014
1660,8,CN,23829,BrF,139,16/01/2015,05/03/2015
1660,8,CN,24707,BrF,142,22/06/2015,29/09/2015
1660,8,CN,25643,BrF,144,02/02/2016,09/03/2016
1660,8,CN,29209,BrF,159,23/06/2016,19/09/2016
1669,68,CN,7190,BrF,30,06/06/2003,02/09/2003
1669,68,CN,7561,BrF,34,30/05/2004,02/09/2004
1669,68,CN,7860,BrF,32,17/05/2004,29/05/2004
1669,68,CN,8271,BrF,35,18/12/2004,12/01/2005
1669,68,CN,8673,BrF,31,12/12/2003,14/01/2004
1669,68,CN,9067,BrF,37,26/05/2005,11/09/2005
1669,68,CN,13588,BrF,75,12/06/2006,02/09/2006
1669,68,CN,13973,BrF,77,06/01/2007,29/01/2007
1669,68,CN,14800,BrF,82,14/06/2007,16/09/2007
1669,68,CN,15222,BrF,85,08/01/2008,21/02/2008
1669,68,CN,15755,BrF,87,10/07/2008,07/09/2008
1669,68,CN,16350,H,92,08/06/2009,18/09/2009
1669,68,CN,17693,BrF,104,30/06/2010,10/09/2010
1669,68,CN,18145,H,105,25/06/2011,02/10/2011
1669,68,CN,19935,H,116,04/06/2012,30/09/2012
1669,68,CN,20305,H,112,22/01/2012,28/02/2012
1669,68,CN,22254,BrF,54,11/11/2005,11/12/2005
1669,68,CN,22797,ABX,124,19/01/2014,04/03/2014
1669,68,CN,23416,H,125,16/06/2014,04/10/2014
1669,68,CN,23984,ABX,139,16/01/2015,05/03/2015
1678,129,CN,7684,BrF,34,30/05/2004,02/09/2004
1678,129,CN,7862,BrF,32,17/05/2004,29/05/2004
1678,129,CN,8382,BrF,35,18/12/2004,12/01/2005
1678,129,CN,8869,BrF,37,26/05/2005,11/09/2005
1678,129,CN,13734,BrF,75,12/06/2006,02/09/2006
1678,129,CN,14106,BrF,77,06/01/2007,29/01/2007
1678,129,CN,14498,BrF,90,30/12/2008,03/03/2009
1678,129,CN,14951,BrF,82,14/06/2007,16/09/2007
1678,129,CN,15354,BrF,85,08/01/2008,21/02/2008
1678,129,CN,15891,BrF,87,10/07/2008,07/09/2008
1678,129,CN,16498,BrF,92,08/06/2009,18/09/2009
1678,129,CN,17823,BrF,104,30/06/2010,10/09/2010
1678,129,CN,18285,BrF,105,25/06/2011,02/10/2011
1678,129,CN,19592,BrF,103,12/02/2010,19/03/2010
1678,129,CN,19770,BrF,116,04/06/2012,30/09/2012
1678,129,CN,20402,BrF,112,22/01/2012,28/02/2012
1678,129,CN,20911,BrF,118,22/01/2013,27/02/2013
1678,129,CN,21645,BrF,122,18/06/2013,30/09/2013
1678,129,CN,22376,BrF,54,11/11/2005,11/12/2005
1678,135,CN,6808,CH,41,11/07/2002,02/10/2002
1678,135,CN,7045,ABX,30,06/06/2003,02/09/2003
1698,51,CN,7529,BrM,34,30/05/2004,02/09/2004
1698,51,CN,8238,BrM,35,18/12/2004,12/01/2005
1698,51,CN,9112,BrM,37,26/05/2005,11/09/2005
1698,51,CN,13538,BrM,75,12/06/2006,02/09/2006
1698,51,CN,13930,BrM,77,06/01/2007,29/01/2007
1698,51,CN,14320,BrM,90,30/12/2008,03/03/2009
1698,51,CN,14750,BrM,82,14/06/2007,16/09/2007
1698,51,CN,15178,BrM,85,08/01/2008,21/02/2008
1698,51,CN,15714,BrM,87,10/07/2008,07/09/2008
1698,51,CN,16307,BrM,92,08/06/2009,18/09/2009
1698,51,CN,17652,BrM,104,30/06/2010,10/09/2010
1698,51,CN,21808,BrM,103,12/02/2010,19/03/2010
1698,51,CN,22218,BrM,54,11/11/2005,11/12/2005
1698,54,CN,6935,ABX,41,11/07/2002,02/10/2002
1698,54,CN,7402,ABX,30,06/06/2003,02/09/2003
1698,54,CN,7866,ABX,32,17/05/2004,29/05/2004
1698,54,CN,8641,ABX,31,12/12/2003,14/01/2004
1707,66,CN,6950,ABX,41,11/07/2002,02/10/2002
1707,77,CN,7173,BrF,30,06/06/2003,02/09/2003
1707,77,CN,7588,ABX,34,30/05/2004,02/09/2004
1707,77,CN,7870,ABX,32,17/05/2004,29/05/2004
1707,77,CN,8291,BrF,35,18/12/2004,12/01/2005
1707,77,CN,9100,BrF,37,26/05/2005,11/09/2005
1707,77,CN,13616,BrF,75,12/06/2006,02/09/2006
1707,77,CN,14000,BrF,77,06/01/2007,29/01/2007
1707,77,CN,14835,BrF,82,14/06/2007,16/09/2007
1707,77,CN,15252,BrF,85,08/01/2008,21/02/2008
1707,77,CN,22274,BrF,54,11/11/2005,11/12/2005
1707,112,CN,29424,BrF,159,23/06/2016,19/09/2016
1707,112,CN,29793,BrF,161,07/02/2017,03/03/2017
1707,112,CN,30281,BrF,164,21/06/2017,20/09/2017
1707,112,CN,30769,BrF,166,30/01/2018,14/03/2018
1707,112,CN,31362,BrF,167,19/06/2018,22/09/2018
1707,477,CN,14588,BrF,90,30/12/2008,03/03/2009
1707,477,CN,15976,BrF,87,10/07/2008,07/09/2008
1707,477,CN,16604,BrF,92,08/06/2009,18/09/2009
1707,477,CN,17909,BrF,104,30/06/2010,10/09/2010
1707,477,CN,18382,BrF,105,25/06/2011,02/10/2011
1707,477,CN,19667,BrF,103,12/02/2010,19/03/2010
1707,477,CN,19798,BrF,116,04/06/2012,30/09/2012
1707,477,CN,20478,BrF,112,22/01/2012,28/02/2012
1707,477,CN,20995,BrF,118,22/01/2013,27/02/2013
1707,477,CN,21717,BrF,122,18/06/2013,30/09/2013
1707,477,CN,22998,BrF,124,19/01/2014,04/03/2014
1707,477,CN,23631,BrF,125,16/06/2014,04/10/2014
1707,477,CN,24218,BrF,139,16/01/2015,05/03/2015
1707,477,CN,25130,BrF,142,22/06/2015,29/09/2015
1707,477,CN,25962,BrF,144,02/02/2016,09/03/2016
1710,77,CN,7587,BrM,34,30/05/2004,02/09/2004
1710,77,CN,8292,BrM,35,18/12/2004,12/01/2005
1710,77,CN,9088,BrM,37,26/05/2005,11/09/2005
1710,77,CN,13615,BrM,75,12/06/2006,02/09/2006
1710,77,CN,13999,BrM,77,06/01/2007,29/01/2007
1710,77,CN,14832,BrM,82,14/06/2007,16/09/2007
1710,77,CN,15247,BrM,85,08/01/2008,21/02/2008
1710,77,CN,22275,BrM,54,11/11/2005,11/12/2005
1710,171,CN,7104,ABX,30,06/06/2003,02/09/2003
1710,171,CN,7874,ABX,32,17/05/2004,29/05/2004
1710,477,CN,14589,BrM,90,30/12/2008,03/03/2009
1710,477,CN,15977,BrM,87,10/07/2008,07/09/2008
1710,477,CN,16605,BrM,92,08/06/2009,18/09/2009
1710,477,CN,17910,BrM,104,30/06/2010,10/09/2010
1710,477,CN,18383,BrM,105,25/06/2011,02/10/2011
1710,477,CN,19668,BrM,103,12/02/2010,19/03/2010
1710,477,CN,19919,BrM,116,04/06/2012,30/09/2012
1710,477,CN,20479,BrM,112,22/01/2012,28/02/2012
1710,477,CN,20996,BrM,118,22/01/2013,27/02/2013
1710,477,CN,21718,BrM,122,18/06/2013,30/09/2013
1710,477,CN,22999,BrM,124,19/01/2014,04/03/2014
1710,477,CN,23632,BrM,125,16/06/2014,04/10/2014
1710,477,CN,24219,BrM,139,16/01/2015,05/03/2015
1710,477,CN,25131,BrM,142,22/06/2015,29/09/2015
1710,477,CN,25963,BrM,144,02/02/2016,09/03/2016
1722,87,CN,7245,BrM,30,06/06/2003,02/09/2003
1722,87,CN,7607,BrM,34,30/05/2004,02/09/2004
1722,87,CN,7881,BrM,32,17/05/2004,29/05/2004
1722,87,CN,8312,BrM,35,18/12/2004,12/01/2005
1722,87,CN,8715,BrM,31,12/12/2003,14/01/2004
1722,87,CN,8906,BrM,37,26/05/2005,11/09/2005
1722,87,CN,13648,BrM,75,12/06/2006,02/09/2006
1722,87,CN,14027,BrM,77,06/01/2007,29/01/2007
1722,87,CN,14414,BrM,90,30/12/2008,03/03/2009
1722,87,CN,14865,BrM,82,14/06/2007,16/09/2007
1722,87,CN,15275,BrM,85,08/01/2008,21/02/2008
1722,87,CN,15808,BrM,87,10/07/2008,07/09/2008
1722,87,CN,16405,BrM,92,08/06/2009,18/09/2009
1722,87,CN,17747,BrM,104,30/06/2010,10/09/2010
1722,87,CN,18195,BrM,105,25/06/2011,02/10/2011
1722,87,CN,19866,BrM,116,04/06/2012,30/09/2012
1722,87,CN,20342,BrM,112,22/01/2012,28/02/2012
1722,87,CN,21807,BrM,103,12/02/2010,19/03/2010
1722,87,CN,22295,BrM,54,11/11/2005,11/12/2005
1722,90,CN,6644,BrM,41,11/07/2002,02/10/2002
1729,20,CN,6873,BrM,41,11/07/2002,02/10/2002
1729,20,CN,7110,BrM,30,06/06/2003,02/09/2003
1729,20,CN,7460,BrM,34,30/05/2004,02/09/2004
1729,20,CN,7887,BrM,32,17/05/2004,29/05/2004
1729,20,CN,8175,BrM,35,18/12/2004,12/01/2005
1729,20,CN,8562,BrM,31,12/12/2003,14/01/2004
1729,20,CN,8994,BrM,37,26/05/2005,11/09/2005
1729,20,CN,13452,BrM,75,12/06/2006,02/09/2006
1729,20,CN,13861,BrM,77,06/01/2007,29/01/2007
1729,20,CN,14243,BrM,90,30/12/2008,03/03/2009
1729,20,CN,14659,BrM,82,14/06/2007,16/09/2007
1729,20,CN,15099,BrM,85,08/01/2008,21/02/2008
1729,20,CN,15628,BrM,87,10/07/2008,07/09/2008
1729,20,CN,16207,BrM,92,08/06/2009,18/09/2009
1729,20,CN,17585,BrM,104,30/06/2010,10/09/2010
1729,20,CN,18026,BrM,105,25/06/2011,02/10/2011
1729,20,CN,19415,BrM,103,12/02/2010,19/03/2010
1729,20,CN,19821,BrM,116,04/06/2012,30/09/2012
1729,20,CN,20096,BrM,118,22/01/2013,27/02/2013
1729,20,CN,20223,BrM,112,22/01/2012,28/02/2012
1729,20,CN,21453,BrM,122,18/06/2013,30/09/2013
1729,20,CN,22143,BrM,54,11/11/2005,11/12/2005
1729,20,CN,22703,BrM,124,19/01/2014,04/03/2014
1729,20,CN,23304,BrM,125,16/06/2014,04/10/2014
1729,20,CN,23859,BrM,139,16/01/2015,05/03/2015
1731,80,CN,6718,FL,41,11/07/2002,02/10/2002
1731,80,CN,7196,H,30,06/06/2003,02/09/2003
1731,80,CN,7888,ABX,32,17/05/2004,29/05/2004
1731,80,CN,8702,ABX,31,12/12/2003,14/01/2004
1731,112,CN,7659,BrM,34,30/05/2004,02/09/2004
1731,112,CN,8354,BrM,35,18/12/2004,12/01/2005
1731,112,CN,8855,BrM,37,26/05/2005,11/09/2005
1731,112,CN,13702,BrM,75,12/06/2006,02/09/2006
1731,112,CN,14076,BrM,77,06/01/2007,29/01/2007
1731,112,CN,14465,BrM,90,30/12/2008,03/03/2009
1731,112,CN,14918,BrM,82,14/06/2007,16/09/2007
1731,112,CN,15320,BrM,85,08/01/2008,21/02/2008
1731,112,CN,15857,BrM,87,10/07/2008,07/09/2008
1731,112,CN,16463,BrM,92,08/06/2009,18/09/2009
1731,112,CN,17794,BrM,104,30/06/2010,10/09/2010
1731,112,CN,18253,BrM,105,25/06/2011,02/10/2011
1731,112,CN,19567,BrM,103,12/02/2010,19/03/2010
1731,112,CN,19881,BrM,116,04/06/2012,30/09/2012
1731,112,CN,20380,BrM,112,22/01/2012,28/02/2012
1731,112,CN,20881,BrM,118,22/01/2013,27/02/2013
1731,112,CN,22348,BrM,54,11/11/2005,11/12/2005
1750,1,CN,7422,BrM,34,30/05/2004,02/09/2004
1750,1,CN,7895,BrM,32,17/05/2004,29/05/2004
1750,1,CN,8133,BrM,35,18/12/2004,12/01/2005
1750,1,CN,9035,BrM,37,26/05/2005,11/09/2005
1750,1,CN,13397,BrM,75,12/06/2006,02/09/2006
1750,1,CN,13816,BrM,77,06/01/2007,29/01/2007
1750,1,CN,14194,BrM,90,30/12/2008,03/03/2009
1750,1,CN,14602,BrM,82,14/06/2007,16/09/2007
1750,1,CN,15048,BrM,85,08/01/2008,21/02/2008
1750,1,CN,15573,BrM,87,10/07/2008,07/09/2008
1750,1,CN,16151,BrM,92,08/06/2009,18/09/2009
1750,1,CN,17528,BrM,104,30/06/2010,10/09/2010
1750,1,CN,17981,BrM,105,25/06/2011,02/10/2011
1750,1,CN,19381,BrM,103,12/02/2010,19/03/2010
1750,1,CN,19682,BrM,116,04/06/2012,30/09/2012
1750,1,CN,20055,BrM,118,22/01/2013,27/02/2013
1750,1,CN,20189,BrM,112,22/01/2012,28/02/2012
1750,1,CN,21418,BrM,122,18/06/2013,30/09/2013
1750,1,CN,22051,BrM,54,11/11/2005,11/12/2005
1750,1,CN,22667,BrM,124,19/01/2014,04/03/2014
1750,1,CN,23259,BrM,125,16/06/2014,04/10/2014
1750,1,CN,23816,BrM,139,16/01/2015,05/03/2015
1750,1,CN,24693,BrM,142,22/06/2015,29/09/2015
1750,7,CN,6875,FL,41,11/07/2002,02/10/2002
1750,7,CN,7387,ABX,30,06/06/2003,02/09/2003
1750,7,CN,8532,B,31,12/12/2003,14/01/2004
1762,-3,CN,9155,FLOAT,37,26/05/2005,11/09/2005
1762,-3,CN,22443,FLOAT,54,11/11/2005,11/12/2005
1762,2,CN,7160,B,30,06/06/2003,02/09/2003
1762,2,CN,7473,ABX,34,30/05/2004,02/09/2004
1762,2,CN,8519,B,31,12/12/2003,14/01/2004
1762,15,CN,13445,BrM,75,12/06/2006,02/09/2006
1762,15,CN,13856,BrM,77,06/01/2007,29/01/2007
1762,15,CN,14237,BrM,90,30/12/2008,03/03/2009
1762,15,CN,14651,BrM,82,14/06/2007,16/09/2007
1762,15,CN,15091,BrM,85,08/01/2008,21/02/2008
1762,15,CN,15621,BrM,87,10/07/2008,07/09/2008
1762,15,CN,16198,BrM,92,08/06/2009,18/09/2009
1762,15,CN,17579,BrM,104,30/06/2010,10/09/2010
1762,15,CN,18018,BrM,105,25/06/2011,02/10/2011
1762,15,CN,19409,BrM,103,12/02/2010,19/03/2010
1762,15,CN,19819,BrM,116,04/06/2012,30/09/2012
1762,15,CN,20091,BrM,118,22/01/2013,27/02/2013
1762,15,CN,20219,BrM,112,22/01/2012,28/02/2012
1762,15,CN,21448,BrM,122,18/06/2013,30/09/2013
1762,15,CN,22699,BrM,124,19/01/2014,04/03/2014
1762,15,CN,23292,BrM,125,16/06/2014,04/10/2014
1762,15,CN,23850,BrM,139,16/01/2015,05/03/2015
1762,15,CN,24730,BrM,142,22/06/2015,29/09/2015
1762,15,CN,25657,BrM,144,02/02/2016,09/03/2016
1762,15,CN,29224,BrM,159,23/06/2016,19/09/2016
1762,15,CN,29634,BrM,161,07/02/2017,03/03/2017
1762,15,CN,30012,BrM,164,21/06/2017,20/09/2017
1762,15,CN,30519,BrM,166,30/01/2018,14/03/2018
1762,15,CN,31096,BrM,167,19/06/2018,22/09/2018
1762,15,CN,31622,BrM,171,21/01/2019,09/03/2019
1762,15,CN,32608,BrM,173,10/06/2019,23/09/2019
1762,15,CN,33172,BrM,174,05/02/2020,16/03/2020
1763,3,CN,7078,BrF,30,06/06/2003,02/09/2003
1763,3,CN,7475,BrF,34,30/05/2004,02/09/2004
1763,3,CN,7904,BrF,32,17/05/2004,29/05/2004
1763,3,CN,8140,BrF,35,18/12/2004,12/01/2005
1763,3,CN,8524,BrF,31,12/12/2003,14/01/2004
1763,3,CN,9017,BrF,37,26/05/2005,11/09/2005
1763,3,CN,13403,BrF,75,12/06/2006,02/09/2006
1763,3,CN,13821,BrF,77,06/01/2007,29/01/2007
1763,3,CN,14202,BrF,90,30/12/2008,03/03/2009
1763,3,CN,14608,BrF,82,14/06/2007,16/09/2007
1763,3,CN,15052,BrF,85,08/01/2008,21/02/2008
1763,3,CN,15577,BrF,87,10/07/2008,07/09/2008
1763,3,CN,16155,BrF,92,08/06/2009,18/09/2009
1763,3,CN,17534,BrF,104,30/06/2010,10/09/2010
1763,3,CN,17991,BrF,105,25/06/2011,02/10/2011
1763,3,CN,19688,BrF,116,04/06/2012,30/09/2012
1763,3,CN,20062,BrF,118,22/01/2013,27/02/2013
1763,3,CN,20194,BrF,112,22/01/2012,28/02/2012
1763,3,CN,21423,BrF,122,18/06/2013,30/09/2013
1763,3,CN,21813,BrF,103,12/02/2010,19/03/2010
1763,3,CN,22102,BrF,54,11/11/2005,11/12/2005
1801,137,CN,7273,ABX,30,06/06/2003,02/09/2003
1801,137,CN,8796,ABX,31,12/12/2003,14/01/2004
1801,138,CN,8391,BrM,35,18/12/2004,12/01/2005
1801,138,CN,9123,BrM,37,26/05/2005,11/09/2005
1801,138,CN,13750,BrM,75,12/06/2006,02/09/2006
1801,138,CN,14118,BrM,77,06/01/2007,29/01/2007
1801,138,CN,14516,BrM,90,30/12/2008,03/03/2009
1801,138,CN,14966,BrM,82,14/06/2007,16/09/2007
1801,138,CN,15367,BrM,85,08/01/2008,21/02/2008
1801,138,CN,15907,BrM,87,10/07/2008,07/09/2008
1801,138,CN,16520,BrM,92,08/06/2009,18/09/2009
1801,138,CN,17836,BrM,104,30/06/2010,10/09/2010
1801,138,CN,18302,BrM,105,25/06/2011,02/10/2011
1801,138,CN,19605,BrM,103,12/02/2010,19/03/2010
1801,138,CN,19896,BrM,116,04/06/2012,30/09/2012
1801,138,CN,20415,BrM,112,22/01/2012,28/02/2012
1801,138,CN,20924,BrM,118,22/01/2013,27/02/2013
1801,138,CN,21658,BrM,122,18/06/2013,30/09/2013
1801,138,CN,22069,BrM,54,11/11/2005,11/12/2005
1819,79,CN,7375,FL,30,06/06/2003,02/09/2003
1819,79,CN,7590,ABX,34,30/05/2004,02/09/2004
1819,79,CN,8295,ABX,35,18/12/2004,12/01/2005
1819,79,CN,8698,OFL,31,12/12/2003,14/01/2004
1819,79,CN,9085,ABX,37,26/05/2005,11/09/2005
1819,79,CN,13301,ABX,32,17/05/2004,29/05/2004
1819,79,CN,13621,H,75,12/06/2006,02/09/2006
1819,79,CN,14004,ABX,77,06/01/2007,29/01/2007
1819,79,CN,14392,ABX,90,30/12/2008,03/03/2009
1819,79,CN,14837,ABX,82,14/06/2007,16/09/2007
1819,79,CN,15253,ABX,85,08/01/2008,21/02/2008
1819,79,CN,15786,ABX,87,10/07/2008,07/09/2008
1819,79,CN,22278,ABX,54,11/11/2005,11/12/2005
1819,171,CN,16564,BrM,92,08/06/2009,18/09/2009
1819,171,CN,17872,BrM,104,30/06/2010,10/09/2010
1819,171,CN,18348,BrM,105,25/06/2011,02/10/2011
1819,171,CN,19643,BrM,103,12/02/2010,19/03/2010
1819,171,CN,19786,BrM,116,04/06/2012,30/09/2012
1819,171,CN,20448,BrM,112,22/01/2012,28/02/2012
1821,54,CN,7381,BrF,30,06/06/2003,02/09/2003
1821,54,CN,7533,BrF,34,30/05/2004,02/09/2004
1821,54,CN,7939,BrF,32,17/05/2004,29/05/2004
1821,54,CN,8241,BrF,35,18/12/2004,12/01/2005
1821,54,CN,8640,BrF,31,12/12/2003,14/01/2004
1821,54,CN,9139,BrF,37,26/05/2005,11/09/2005
1821,54,CN,13543,BrF,75,12/06/2006,02/09/2006
1821,54,CN,13935,BrF,77,06/01/2007,29/01/2007
