VegSurveyID,FieldPeriodID,FPstart,FPend,SamplingDate,SurveyLocationRef,TerritoryID,Species,Count
3,34,30/05/2004,02/09/2004,,69,174,Unclas,0
4,34,30/05/2004,02/09/2004,,70,155,AchAsp,0
4,34,30/05/2004,02/09/2004,,70,155,BoiBla,0
4,34,30/05/2004,02/09/2004,,70,155,CarPap,0
4,34,30/05/2004,02/09/2004,,70,155,CorSub,0
4,34,30/05/2004,02/09/2004,,70,155,Euphor,0
4,34,30/05/2004,02/09/2004,,70,155,Ficus,1
4,34,30/05/2004,02/09/2004,,70,155,GosHir,0
4,34,30/05/2004,02/09/2004,,70,155,Hibisc,7
4,34,30/05/2004,02/09/2004,,70,155,Mangrv,13
4,34,30/05/2004,02/09/2004,,70,155,Morind,0
4,34,30/05/2004,02/09/2004,,70,155,NepMul,0
4,34,30/05/2004,02/09/2004,,70,155,Ochros,0
4,34,30/05/2004,02/09/2004,,70,155,OtherH,0
4,34,30/05/2004,02/09/2004,,70,155,OtherT,0
4,34,30/05/2004,02/09/2004,,70,155,PhyCas,0
4,34,30/05/2004,02/09/2004,,70,155,Pisoni,5
4,34,30/05/2004,02/09/2004,,70,155,QuiInd,0
4,34,30/05/2004,02/09/2004,,70,155,Scaevo,0
4,34,30/05/2004,02/09/2004,,70,155,TerCat,0
4,34,30/05/2004,02/09/2004,,70,155,Unclas,0
5,34,30/05/2004,02/09/2004,,70,159,AchAsp,0
5,34,30/05/2004,02/09/2004,,70,159,BoiBla,0
5,34,30/05/2004,02/09/2004,,70,159,CarPap,0
5,34,30/05/2004,02/09/2004,,70,159,CorSub,0
5,34,30/05/2004,02/09/2004,,70,159,Euphor,0
5,34,30/05/2004,02/09/2004,,70,159,Ficus,1
5,34,30/05/2004,02/09/2004,,70,159,GosHir,0
5,34,30/05/2004,02/09/2004,,70,159,Hibisc,0
5,34,30/05/2004,02/09/2004,,70,159,Mangrv,0
5,34,30/05/2004,02/09/2004,,70,159,Morind,0
5,34,30/05/2004,02/09/2004,,70,159,NepMul,0
5,34,30/05/2004,02/09/2004,,70,159,Ochros,0
5,34,30/05/2004,02/09/2004,,70,159,OtherH,0
5,34,30/05/2004,02/09/2004,,70,159,OtherT,0
5,34,30/05/2004,02/09/2004,,70,159,PhyCas,0
5,34,30/05/2004,02/09/2004,,70,159,Pisoni,38
5,34,30/05/2004,02/09/2004,,70,159,QuiInd,0
5,34,30/05/2004,02/09/2004,,70,159,Scaevo,0
5,34,30/05/2004,02/09/2004,,70,159,TerCat,0
5,34,30/05/2004,02/09/2004,,70,159,Unclas,0
6,34,30/05/2004,02/09/2004,,57,2,AchAsp,0
6,34,30/05/2004,02/09/2004,,57,2,BoiBla,0
6,34,30/05/2004,02/09/2004,,57,2,CarPap,0
6,34,30/05/2004,02/09/2004,,57,2,CorSub,0
6,34,30/05/2004,02/09/2004,,57,2,Euphor,0
6,34,30/05/2004,02/09/2004,,57,2,Ficus,0
6,34,30/05/2004,02/09/2004,,57,2,GosHir,0
6,34,30/05/2004,02/09/2004,,57,2,Hibisc,0
6,34,30/05/2004,02/09/2004,,57,2,Mangrv,0
6,34,30/05/2004,02/09/2004,,57,2,Morind,0
6,34,30/05/2004,02/09/2004,,57,2,NepMul,0
6,34,30/05/2004,02/09/2004,,57,2,Ochros,4
6,34,30/05/2004,02/09/2004,,57,2,OtherH,2
6,34,30/05/2004,02/09/2004,,57,2,OtherT,0
6,34,30/05/2004,02/09/2004,,57,2,PhyCas,0
6,34,30/05/2004,02/09/2004,,57,2,Pisoni,33
6,34,30/05/2004,02/09/2004,,57,2,QuiInd,0
6,34,30/05/2004,02/09/2004,,57,2,Scaevo,0
6,34,30/05/2004,02/09/2004,,57,2,TerCat,0
6,34,30/05/2004,02/09/2004,,57,2,Unclas,0
7,34,30/05/2004,02/09/2004,,59,39,AchAsp,0
7,34,30/05/2004,02/09/2004,,59,39,BoiBla,0
7,34,30/05/2004,02/09/2004,,59,39,CarPap,0
7,34,30/05/2004,02/09/2004,,59,39,CorSub,0
7,34,30/05/2004,02/09/2004,,59,39,Euphor,0
7,34,30/05/2004,02/09/2004,,59,39,Ficus,0
7,34,30/05/2004,02/09/2004,,59,39,GosHir,0
7,34,30/05/2004,02/09/2004,,59,39,Hibisc,0
7,34,30/05/2004,02/09/2004,,59,39,Mangrv,0
7,34,30/05/2004,02/09/2004,,59,39,Morind,3
7,34,30/05/2004,02/09/2004,,59,39,NepMul,0
7,34,30/05/2004,02/09/2004,,59,39,Ochros,0
7,34,30/05/2004,02/09/2004,,59,39,OtherH,0
7,34,30/05/2004,02/09/2004,,59,39,OtherT,0
7,34,30/05/2004,02/09/2004,,59,39,PhyCas,0
7,34,30/05/2004,02/09/2004,,59,39,Pisoni,33
7,34,30/05/2004,02/09/2004,,59,39,QuiInd,0
7,34,30/05/2004,02/09/2004,,59,39,Scaevo,0
7,34,30/05/2004,02/09/2004,,59,39,TerCat,0
7,34,30/05/2004,02/09/2004,,59,39,Unclas,0
8,34,30/05/2004,02/09/2004,,59,5,AchAsp,0
8,34,30/05/2004,02/09/2004,,59,5,BoiBla,0
8,34,30/05/2004,02/09/2004,,59,5,CarPap,0
8,34,30/05/2004,02/09/2004,,59,5,CorSub,0
8,34,30/05/2004,02/09/2004,,59,5,Euphor,0
8,34,30/05/2004,02/09/2004,,59,5,Ficus,0
8,34,30/05/2004,02/09/2004,,59,5,GosHir,0
8,34,30/05/2004,02/09/2004,,59,5,Hibisc,0
8,34,30/05/2004,02/09/2004,,59,5,Mangrv,0
8,34,30/05/2004,02/09/2004,,59,5,Morind,3
8,34,30/05/2004,02/09/2004,,59,5,NepMul,0
8,34,30/05/2004,02/09/2004,,59,5,Ochros,2
8,34,30/05/2004,02/09/2004,,59,5,OtherH,0
8,34,30/05/2004,02/09/2004,,59,5,OtherT,0
8,34,30/05/2004,02/09/2004,,59,5,PhyCas,0
8,34,30/05/2004,02/09/2004,,59,5,Pisoni,30
8,34,30/05/2004,02/09/2004,,59,5,QuiInd,3
8,34,30/05/2004,02/09/2004,,59,5,Scaevo,0
8,34,30/05/2004,02/09/2004,,59,5,TerCat,0
8,34,30/05/2004,02/09/2004,,59,5,Unclas,0
9,34,30/05/2004,02/09/2004,,60,42,AchAsp,0
9,34,30/05/2004,02/09/2004,,60,42,BoiBla,0
9,34,30/05/2004,02/09/2004,,60,42,CarPap,0
9,34,30/05/2004,02/09/2004,,60,42,CorSub,0
9,34,30/05/2004,02/09/2004,,60,42,Euphor,0
9,34,30/05/2004,02/09/2004,,60,42,Ficus,0
9,34,30/05/2004,02/09/2004,,60,42,GosHir,0
9,34,30/05/2004,02/09/2004,,60,42,Hibisc,0
9,34,30/05/2004,02/09/2004,,60,42,Mangrv,0
9,34,30/05/2004,02/09/2004,,60,42,Morind,0
9,34,30/05/2004,02/09/2004,,60,42,NepMul,0
9,34,30/05/2004,02/09/2004,,60,42,Ochros,10
9,34,30/05/2004,02/09/2004,,60,42,OtherH,0
9,34,30/05/2004,02/09/2004,,60,42,OtherT,0
9,34,30/05/2004,02/09/2004,,60,42,PhyCas,0
9,34,30/05/2004,02/09/2004,,60,42,Pisoni,17
9,34,30/05/2004,02/09/2004,,60,42,QuiInd,2
9,34,30/05/2004,02/09/2004,,60,42,Scaevo,0
9,34,30/05/2004,02/09/2004,,60,42,TerCat,0
9,34,30/05/2004,02/09/2004,,60,42,Unclas,0
10,34,30/05/2004,02/09/2004,,60,43,AchAsp,0
10,34,30/05/2004,02/09/2004,,60,43,BoiBla,0
10,34,30/05/2004,02/09/2004,,60,43,CarPap,0
10,34,30/05/2004,02/09/2004,,60,43,CorSub,0
10,34,30/05/2004,02/09/2004,,60,43,Euphor,0
10,34,30/05/2004,02/09/2004,,60,43,Ficus,0
10,34,30/05/2004,02/09/2004,,60,43,GosHir,0
10,34,30/05/2004,02/09/2004,,60,43,Hibisc,0
10,34,30/05/2004,02/09/2004,,60,43,Mangrv,0
10,34,30/05/2004,02/09/2004,,60,43,Morind,0
10,34,30/05/2004,02/09/2004,,60,43,NepMul,0
10,34,30/05/2004,02/09/2004,,60,43,Ochros,6
10,34,30/05/2004,02/09/2004,,60,43,OtherH,0
10,34,30/05/2004,02/09/2004,,60,43,OtherT,0
10,34,30/05/2004,02/09/2004,,60,43,PhyCas,0
10,34,30/05/2004,02/09/2004,,60,43,Pisoni,35
10,34,30/05/2004,02/09/2004,,60,43,QuiInd,0
10,34,30/05/2004,02/09/2004,,60,43,Scaevo,0
10,34,30/05/2004,02/09/2004,,60,43,TerCat,0
10,34,30/05/2004,02/09/2004,,60,43,Unclas,0
11,34,30/05/2004,02/09/2004,,61,48,AchAsp,0
11,34,30/05/2004,02/09/2004,,61,48,BoiBla,0
11,34,30/05/2004,02/09/2004,,61,48,CarPap,0
11,34,30/05/2004,02/09/2004,,61,48,CorSub,0
11,34,30/05/2004,02/09/2004,,61,48,Euphor,0
11,34,30/05/2004,02/09/2004,,61,48,Ficus,0
11,34,30/05/2004,02/09/2004,,61,48,GosHir,0
11,34,30/05/2004,02/09/2004,,61,48,Hibisc,0
11,34,30/05/2004,02/09/2004,,61,48,Mangrv,0
11,34,30/05/2004,02/09/2004,,61,48,Morind,1
11,34,30/05/2004,02/09/2004,,61,48,NepMul,3
11,34,30/05/2004,02/09/2004,,61,48,Ochros,3
11,34,30/05/2004,02/09/2004,,61,48,OtherH,3
11,34,30/05/2004,02/09/2004,,61,48,OtherT,0
11,34,30/05/2004,02/09/2004,,61,48,PhyCas,0
11,34,30/05/2004,02/09/2004,,61,48,Pisoni,33
11,34,30/05/2004,02/09/2004,,61,48,QuiInd,0
11,34,30/05/2004,02/09/2004,,61,48,Scaevo,0
11,34,30/05/2004,02/09/2004,,61,48,TerCat,0
11,34,30/05/2004,02/09/2004,,61,48,Unclas,0
12,34,30/05/2004,02/09/2004,,60,57,AchAsp,0
12,34,30/05/2004,02/09/2004,,60,57,BoiBla,0
12,34,30/05/2004,02/09/2004,,60,57,CarPap,0
12,34,30/05/2004,02/09/2004,,60,57,CorSub,0
12,34,30/05/2004,02/09/2004,,60,57,Euphor,0
12,34,30/05/2004,02/09/2004,,60,57,Ficus,2
12,34,30/05/2004,02/09/2004,,60,57,GosHir,0
12,34,30/05/2004,02/09/2004,,60,57,Hibisc,0
12,34,30/05/2004,02/09/2004,,60,57,Mangrv,0
12,34,30/05/2004,02/09/2004,,60,57,Morind,0
12,34,30/05/2004,02/09/2004,,60,57,NepMul,0
12,34,30/05/2004,02/09/2004,,60,57,Ochros,4
12,34,30/05/2004,02/09/2004,,60,57,OtherH,0
12,34,30/05/2004,02/09/2004,,60,57,OtherT,0
12,34,30/05/2004,02/09/2004,,60,57,PhyCas,0
12,34,30/05/2004,02/09/2004,,60,57,Pisoni,25
12,34,30/05/2004,02/09/2004,,60,57,QuiInd,0
12,34,30/05/2004,02/09/2004,,60,57,Scaevo,0
12,34,30/05/2004,02/09/2004,,60,57,TerCat,0
12,34,30/05/2004,02/09/2004,,60,57,Unclas,0
13,34,30/05/2004,02/09/2004,,61,68,AchAsp,0
13,34,30/05/2004,02/09/2004,,61,68,BoiBla,0
13,34,30/05/2004,02/09/2004,,61,68,CarPap,0
13,34,30/05/2004,02/09/2004,,61,68,CorSub,0
13,34,30/05/2004,02/09/2004,,61,68,Euphor,0
13,34,30/05/2004,02/09/2004,,61,68,Ficus,2
13,34,30/05/2004,02/09/2004,,61,68,GosHir,0
13,34,30/05/2004,02/09/2004,,61,68,Hibisc,0
13,34,30/05/2004,02/09/2004,,61,68,Mangrv,0
13,34,30/05/2004,02/09/2004,,61,68,Morind,1
13,34,30/05/2004,02/09/2004,,61,68,NepMul,0
13,34,30/05/2004,02/09/2004,,61,68,Ochros,1
13,34,30/05/2004,02/09/2004,,61,68,OtherH,8
13,34,30/05/2004,02/09/2004,,61,68,OtherT,0
13,34,30/05/2004,02/09/2004,,61,68,PhyCas,0
13,34,30/05/2004,02/09/2004,,61,68,Pisoni,19
13,34,30/05/2004,02/09/2004,,61,68,QuiInd,2
13,34,30/05/2004,02/09/2004,,61,68,Scaevo,0
13,34,30/05/2004,02/09/2004,,61,68,TerCat,0
13,34,30/05/2004,02/09/2004,,61,68,Unclas,0
14,34,30/05/2004,02/09/2004,,69,72,AchAsp,0
14,34,30/05/2004,02/09/2004,,69,72,BoiBla,0
14,34,30/05/2004,02/09/2004,,69,72,CarPap,0
14,34,30/05/2004,02/09/2004,,69,72,CorSub,0
14,34,30/05/2004,02/09/2004,,69,72,Euphor,0
14,34,30/05/2004,02/09/2004,,69,72,Ficus,8
14,34,30/05/2004,02/09/2004,,69,72,GosHir,0
14,34,30/05/2004,02/09/2004,,69,72,Hibisc,0
14,34,30/05/2004,02/09/2004,,69,72,Mangrv,0
14,34,30/05/2004,02/09/2004,,69,72,Morind,0
14,34,30/05/2004,02/09/2004,,69,72,NepMul,1
14,34,30/05/2004,02/09/2004,,69,72,Ochros,1
14,34,30/05/2004,02/09/2004,,69,72,OtherH,5
14,34,30/05/2004,02/09/2004,,69,72,OtherT,0
14,34,30/05/2004,02/09/2004,,69,72,PhyCas,0
14,34,30/05/2004,02/09/2004,,69,72,Pisoni,25
14,34,30/05/2004,02/09/2004,,69,72,QuiInd,2
14,34,30/05/2004,02/09/2004,,69,72,Scaevo,0
14,34,30/05/2004,02/09/2004,,69,72,TerCat,0
14,34,30/05/2004,02/09/2004,,69,72,Unclas,0
15,34,30/05/2004,02/09/2004,,62,74,AchAsp,0
15,34,30/05/2004,02/09/2004,,62,74,BoiBla,0
15,34,30/05/2004,02/09/2004,,62,74,CarPap,0
15,34,30/05/2004,02/09/2004,,62,74,CorSub,0
15,34,30/05/2004,02/09/2004,,62,74,Euphor,0
15,34,30/05/2004,02/09/2004,,62,74,Ficus,0
15,34,30/05/2004,02/09/2004,,62,74,GosHir,0
15,34,30/05/2004,02/09/2004,,62,74,Hibisc,0
15,34,30/05/2004,02/09/2004,,62,74,Mangrv,0
15,34,30/05/2004,02/09/2004,,62,74,Morind,0
15,34,30/05/2004,02/09/2004,,62,74,NepMul,0
15,34,30/05/2004,02/09/2004,,62,74,Ochros,0
15,34,30/05/2004,02/09/2004,,62,74,OtherH,0
15,34,30/05/2004,02/09/2004,,62,74,OtherT,0
15,34,30/05/2004,02/09/2004,,62,74,PhyCas,0
15,34,30/05/2004,02/09/2004,,62,74,Pisoni,28
15,34,30/05/2004,02/09/2004,,62,74,QuiInd,1
15,34,30/05/2004,02/09/2004,,62,74,Scaevo,0
15,34,30/05/2004,02/09/2004,,62,74,TerCat,0
15,34,30/05/2004,02/09/2004,,62,74,Unclas,0
16,34,30/05/2004,02/09/2004,,62,75,AchAsp,0
16,34,30/05/2004,02/09/2004,,62,75,BoiBla,0
16,34,30/05/2004,02/09/2004,,62,75,CarPap,1
16,34,30/05/2004,02/09/2004,,62,75,CorSub,0
16,34,30/05/2004,02/09/2004,,62,75,Euphor,0
16,34,30/05/2004,02/09/2004,,62,75,Ficus,2
16,34,30/05/2004,02/09/2004,,62,75,GosHir,0
16,34,30/05/2004,02/09/2004,,62,75,Hibisc,6
16,34,30/05/2004,02/09/2004,,62,75,Mangrv,0
16,34,30/05/2004,02/09/2004,,62,75,Morind,3
16,34,30/05/2004,02/09/2004,,62,75,NepMul,0
16,34,30/05/2004,02/09/2004,,62,75,Ochros,0
16,34,30/05/2004,02/09/2004,,62,75,OtherH,1
16,34,30/05/2004,02/09/2004,,62,75,OtherT,0
16,34,30/05/2004,02/09/2004,,62,75,PhyCas,0
16,34,30/05/2004,02/09/2004,,62,75,Pisoni,17
16,34,30/05/2004,02/09/2004,,62,75,QuiInd,0
16,34,30/05/2004,02/09/2004,,62,75,Scaevo,0
16,34,30/05/2004,02/09/2004,,62,75,TerCat,0
16,34,30/05/2004,02/09/2004,,62,75,Unclas,0
17,34,30/05/2004,02/09/2004,,62,77,AchAsp,0
17,34,30/05/2004,02/09/2004,,62,77,BoiBla,0
17,34,30/05/2004,02/09/2004,,62,77,CarPap,0
17,34,30/05/2004,02/09/2004,,62,77,CorSub,0
17,34,30/05/2004,02/09/2004,,62,77,Euphor,0
17,34,30/05/2004,02/09/2004,,62,77,Ficus,2
17,34,30/05/2004,02/09/2004,,62,77,GosHir,0
17,34,30/05/2004,02/09/2004,,62,77,Hibisc,0
17,34,30/05/2004,02/09/2004,,62,77,Mangrv,0
17,34,30/05/2004,02/09/2004,,62,77,Morind,0
17,34,30/05/2004,02/09/2004,,62,77,NepMul,0
17,34,30/05/2004,02/09/2004,,62,77,Ochros,3
17,34,30/05/2004,02/09/2004,,62,77,OtherH,5
17,34,30/05/2004,02/09/2004,,62,77,OtherT,0
17,34,30/05/2004,02/09/2004,,62,77,PhyCas,0
17,34,30/05/2004,02/09/2004,,62,77,Pisoni,15
17,34,30/05/2004,02/09/2004,,62,77,QuiInd,7
17,34,30/05/2004,02/09/2004,,62,77,Scaevo,1
17,34,30/05/2004,02/09/2004,,62,77,TerCat,0
17,34,30/05/2004,02/09/2004,,62,77,Unclas,0
18,34,30/05/2004,02/09/2004,,65,80,AchAsp,0
18,34,30/05/2004,02/09/2004,,65,80,BoiBla,0
18,34,30/05/2004,02/09/2004,,65,80,CarPap,2
18,34,30/05/2004,02/09/2004,,65,80,CorSub,0
18,34,30/05/2004,02/09/2004,,65,80,Euphor,0
18,34,30/05/2004,02/09/2004,,65,80,Ficus,2
18,34,30/05/2004,02/09/2004,,65,80,GosHir,0
18,34,30/05/2004,02/09/2004,,65,80,Hibisc,0
18,34,30/05/2004,02/09/2004,,65,80,Mangrv,0
18,34,30/05/2004,02/09/2004,,65,80,Morind,3
18,34,30/05/2004,02/09/2004,,65,80,NepMul,0
18,34,30/05/2004,02/09/2004,,65,80,Ochros,0
18,34,30/05/2004,02/09/2004,,65,80,OtherH,0
18,34,30/05/2004,02/09/2004,,65,80,OtherT,0
18,34,30/05/2004,02/09/2004,,65,80,PhyCas,0
18,34,30/05/2004,02/09/2004,,65,80,Pisoni,21
18,34,30/05/2004,02/09/2004,,65,80,QuiInd,1
18,34,30/05/2004,02/09/2004,,65,80,Scaevo,0
18,34,30/05/2004,02/09/2004,,65,80,TerCat,0
18,34,30/05/2004,02/09/2004,,65,80,Unclas,0
19,34,30/05/2004,02/09/2004,,63,85,AchAsp,0
19,34,30/05/2004,02/09/2004,,63,85,BoiBla,0
19,34,30/05/2004,02/09/2004,,63,85,CarPap,0
19,34,30/05/2004,02/09/2004,,63,85,CorSub,0
19,34,30/05/2004,02/09/2004,,63,85,Euphor,0
19,34,30/05/2004,02/09/2004,,63,85,Ficus,0
19,34,30/05/2004,02/09/2004,,63,85,GosHir,0
19,34,30/05/2004,02/09/2004,,63,85,Hibisc,2
19,34,30/05/2004,02/09/2004,,63,85,Mangrv,0
19,34,30/05/2004,02/09/2004,,63,85,Morind,0
19,34,30/05/2004,02/09/2004,,63,85,NepMul,0
19,34,30/05/2004,02/09/2004,,63,85,Ochros,5
19,34,30/05/2004,02/09/2004,,63,85,OtherH,2
19,34,30/05/2004,02/09/2004,,63,85,OtherT,0
19,34,30/05/2004,02/09/2004,,63,85,PhyCas,0
19,34,30/05/2004,02/09/2004,,63,85,Pisoni,19
19,34,30/05/2004,02/09/2004,,63,85,QuiInd,0
19,34,30/05/2004,02/09/2004,,63,85,Scaevo,0
19,34,30/05/2004,02/09/2004,,63,85,TerCat,0
19,34,30/05/2004,02/09/2004,,63,85,Unclas,0
20,34,30/05/2004,02/09/2004,,63,88,AchAsp,0
20,34,30/05/2004,02/09/2004,,63,88,BoiBla,0
20,34,30/05/2004,02/09/2004,,63,88,CarPap,0
20,34,30/05/2004,02/09/2004,,63,88,CorSub,0
20,34,30/05/2004,02/09/2004,,63,88,Euphor,1
20,34,30/05/2004,02/09/2004,,63,88,Ficus,1
20,34,30/05/2004,02/09/2004,,63,88,GosHir,0
20,34,30/05/2004,02/09/2004,,63,88,Hibisc,1
20,34,30/05/2004,02/09/2004,,63,88,Mangrv,0
20,34,30/05/2004,02/09/2004,,63,88,Morind,1
20,34,30/05/2004,02/09/2004,,63,88,NepMul,0
20,34,30/05/2004,02/09/2004,,63,88,Ochros,0
20,34,30/05/2004,02/09/2004,,63,88,OtherH,0
20,34,30/05/2004,02/09/2004,,63,88,OtherT,0
20,34,30/05/2004,02/09/2004,,63,88,PhyCas,0
20,34,30/05/2004,02/09/2004,,63,88,Pisoni,16
20,34,30/05/2004,02/09/2004,,63,88,QuiInd,0
20,34,30/05/2004,02/09/2004,,63,88,Scaevo,0
20,34,30/05/2004,02/09/2004,,63,88,TerCat,0
20,34,30/05/2004,02/09/2004,,63,88,Unclas,0
21,34,30/05/2004,02/09/2004,,64,90,AchAsp,0
21,34,30/05/2004,02/09/2004,,64,90,BoiBla,0
21,34,30/05/2004,02/09/2004,,64,90,CarPap,0
21,34,30/05/2004,02/09/2004,,64,90,CorSub,0
21,34,30/05/2004,02/09/2004,,64,90,Euphor,0
21,34,30/05/2004,02/09/2004,,64,90,Ficus,8
21,34,30/05/2004,02/09/2004,,64,90,GosHir,0
21,34,30/05/2004,02/09/2004,,64,90,Hibisc,0
21,34,30/05/2004,02/09/2004,,64,90,Mangrv,0
21,34,30/05/2004,02/09/2004,,64,90,Morind,0
21,34,30/05/2004,02/09/2004,,64,90,NepMul,2
21,34,30/05/2004,02/09/2004,,64,90,Ochros,0
21,34,30/05/2004,02/09/2004,,64,90,OtherH,0
21,34,30/05/2004,02/09/2004,,64,90,OtherT,0
21,34,30/05/2004,02/09/2004,,64,90,PhyCas,0
21,34,30/05/2004,02/09/2004,,64,90,Pisoni,21
21,34,30/05/2004,02/09/2004,,64,90,QuiInd,0
21,34,30/05/2004,02/09/2004,,64,90,Scaevo,0
21,34,30/05/2004,02/09/2004,,64,90,TerCat,0
21,34,30/05/2004,02/09/2004,,64,90,Unclas,0
22,34,30/05/2004,02/09/2004,,64,93,AchAsp,0
22,34,30/05/2004,02/09/2004,,64,93,BoiBla,0
22,34,30/05/2004,02/09/2004,,64,93,CarPap,0
22,34,30/05/2004,02/09/2004,,64,93,CorSub,0
22,34,30/05/2004,02/09/2004,,64,93,Euphor,2
22,34,30/05/2004,02/09/2004,,64,93,Ficus,4
22,34,30/05/2004,02/09/2004,,64,93,GosHir,0
22,34,30/05/2004,02/09/2004,,64,93,Hibisc,0
22,34,30/05/2004,02/09/2004,,64,93,Mangrv,0
22,34,30/05/2004,02/09/2004,,64,93,Morind,0
22,34,30/05/2004,02/09/2004,,64,93,NepMul,0
22,34,30/05/2004,02/09/2004,,64,93,Ochros,0
22,34,30/05/2004,02/09/2004,,64,93,OtherH,0
22,34,30/05/2004,02/09/2004,,64,93,OtherT,0
22,34,30/05/2004,02/09/2004,,64,93,PhyCas,0
22,34,30/05/2004,02/09/2004,,64,93,Pisoni,12
22,34,30/05/2004,02/09/2004,,64,93,QuiInd,0
22,34,30/05/2004,02/09/2004,,64,93,Scaevo,0
22,34,30/05/2004,02/09/2004,,64,93,TerCat,0
22,34,30/05/2004,02/09/2004,,64,93,Unclas,0
23,34,30/05/2004,02/09/2004,,65,111,AchAsp,0
23,34,30/05/2004,02/09/2004,,65,111,BoiBla,0
23,34,30/05/2004,02/09/2004,,65,111,CarPap,0
23,34,30/05/2004,02/09/2004,,65,111,CorSub,0
23,34,30/05/2004,02/09/2004,,65,111,Euphor,0
23,34,30/05/2004,02/09/2004,,65,111,Ficus,0
23,34,30/05/2004,02/09/2004,,65,111,GosHir,0
23,34,30/05/2004,02/09/2004,,65,111,Hibisc,0
23,34,30/05/2004,02/09/2004,,65,111,Mangrv,0
23,34,30/05/2004,02/09/2004,,65,111,Morind,5
23,34,30/05/2004,02/09/2004,,65,111,NepMul,1
23,34,30/05/2004,02/09/2004,,65,111,Ochros,3
23,34,30/05/2004,02/09/2004,,65,111,OtherH,0
23,34,30/05/2004,02/09/2004,,65,111,OtherT,0
23,34,30/05/2004,02/09/2004,,65,111,PhyCas,0
23,34,30/05/2004,02/09/2004,,65,111,Pisoni,34
23,34,30/05/2004,02/09/2004,,65,111,QuiInd,0
