SurveyID,FieldPeriodID,FPstart,FPend,TerritoryID,SurveyLocationRef,SamplingDate,Species,InsectCount,Island
321,7,29/01/1987,28/01/1988,13,57,01/01/1987,Scaevo,6,CN
321,7,29/01/1987,28/01/1988,13,57,01/01/1987,GosHir,38,CN
321,7,29/01/1987,28/01/1988,13,57,01/01/1987,NepMul,0,CN
321,7,29/01/1987,28/01/1988,13,57,01/01/1987,AchAsp,4,CN
321,7,29/01/1987,28/01/1988,13,57,01/01/1987,OtherT,12,CN
321,7,29/01/1987,28/01/1988,13,57,01/01/1987,OtherH,4,CN
322,7,29/01/1987,28/01/1988,14,58,01/01/1987,Morind,202,CN
322,7,29/01/1987,28/01/1988,14,58,01/01/1987,Pisoni,81,CN
322,7,29/01/1987,28/01/1988,14,58,01/01/1987,Ochros,109,CN
322,7,29/01/1987,28/01/1988,14,58,01/01/1987,PhyCas,6,CN
322,7,29/01/1987,28/01/1988,14,58,01/01/1987,GosHir,38,CN
322,7,29/01/1987,28/01/1988,14,58,01/01/1987,NepMul,31,CN
322,7,29/01/1987,28/01/1988,14,58,01/01/1987,AchAsp,22,CN
322,7,29/01/1987,28/01/1988,14,58,01/01/1987,OtherT,133,CN
322,7,29/01/1987,28/01/1988,14,58,01/01/1987,OtherH,22,CN
323,7,29/01/1987,28/01/1988,15,57,01/01/1987,Morind,19,CN
323,7,29/01/1987,28/01/1988,15,57,01/01/1987,Pisoni,10,CN
323,7,29/01/1987,28/01/1988,15,57,01/01/1987,Ochros,7,CN
323,7,29/01/1987,28/01/1988,15,57,01/01/1987,GosHir,46,CN
323,7,29/01/1987,28/01/1988,15,57,01/01/1987,AchAsp,6,CN
323,7,29/01/1987,28/01/1988,15,57,01/01/1987,OtherT,12,CN
323,7,29/01/1987,28/01/1988,15,57,01/01/1987,OtherH,6,CN
324,7,29/01/1987,28/01/1988,16,58,01/01/1987,Morind,95,CN
324,7,29/01/1987,28/01/1988,16,58,01/01/1987,Pisoni,25,CN
324,7,29/01/1987,28/01/1988,16,58,01/01/1987,PhyCas,3,CN
324,7,29/01/1987,28/01/1988,16,58,01/01/1987,NepMul,11,CN
324,7,29/01/1987,28/01/1988,16,58,01/01/1987,AchAsp,7,CN
324,7,29/01/1987,28/01/1988,16,58,01/01/1987,OtherT,51,CN
324,7,29/01/1987,28/01/1988,16,58,01/01/1987,OtherH,7,CN
325,7,29/01/1987,28/01/1988,17,58,01/01/1987,Morind,130,CN
325,7,29/01/1987,28/01/1988,17,58,01/01/1987,Pisoni,27,CN
325,7,29/01/1987,28/01/1988,17,58,01/01/1987,Ochros,70,CN
325,7,29/01/1987,28/01/1988,17,58,01/01/1987,PhyCas,6,CN
325,7,29/01/1987,28/01/1988,17,58,01/01/1987,GosHir,22,CN
325,7,29/01/1987,28/01/1988,17,58,01/01/1987,AchAsp,11,CN
325,7,29/01/1987,28/01/1988,17,58,01/01/1987,OtherT,76,CN
325,7,29/01/1987,28/01/1988,17,58,01/01/1987,OtherH,11,CN
326,7,29/01/1987,28/01/1988,18,59,01/01/1987,FicNau,117,CN
326,7,29/01/1987,28/01/1988,18,59,01/01/1987,Morind,202,CN
326,7,29/01/1987,28/01/1988,18,59,01/01/1987,Pisoni,81,CN
326,7,29/01/1987,28/01/1988,18,59,01/01/1987,Ochros,109,CN
326,7,29/01/1987,28/01/1988,18,59,01/01/1987,PhyCas,6,CN
326,7,29/01/1987,28/01/1988,18,59,01/01/1987,AchAsp,22,CN
326,7,29/01/1987,28/01/1988,18,59,01/01/1987,OtherT,133,CN
326,7,29/01/1987,28/01/1988,18,59,01/01/1987,OtherH,22,CN
327,7,29/01/1987,28/01/1988,19,59,01/01/1987,Morind,98,CN
327,7,29/01/1987,28/01/1988,19,59,01/01/1987,Pisoni,47,CN
327,7,29/01/1987,28/01/1988,19,59,01/01/1987,PhyCas,2,CN
327,7,29/01/1987,28/01/1988,19,59,01/01/1987,AchAsp,34,CN
327,7,29/01/1987,28/01/1988,19,59,01/01/1987,OtherT,118,CN
327,7,29/01/1987,28/01/1988,19,59,01/01/1987,OtherH,34,CN
328,7,29/01/1987,28/01/1988,20,59,01/01/1987,FicNau,95,CN
328,7,29/01/1987,28/01/1988,20,59,01/01/1987,Morind,72,CN
328,7,29/01/1987,28/01/1988,20,59,01/01/1987,Pisoni,42,CN
328,7,29/01/1987,28/01/1988,20,59,01/01/1987,PhyCas,2,CN
328,7,29/01/1987,28/01/1988,20,59,01/01/1987,AchAsp,13,CN
328,7,29/01/1987,28/01/1988,20,59,01/01/1987,OtherH,13,CN
329,7,29/01/1987,28/01/1988,22,59,01/01/1987,Morind,23,CN
329,7,29/01/1987,28/01/1988,22,59,01/01/1987,Pisoni,16,CN
329,7,29/01/1987,28/01/1988,22,59,01/01/1987,Scaevo,3,CN
329,7,29/01/1987,28/01/1988,22,59,01/01/1987,GosHir,17,CN
329,7,29/01/1987,28/01/1988,22,59,01/01/1987,AchAsp,3,CN
329,7,29/01/1987,28/01/1988,22,59,01/01/1987,OtherT,19,CN
329,7,29/01/1987,28/01/1988,22,59,01/01/1987,OtherH,3,CN
330,7,29/01/1987,28/01/1988,23,59,01/01/1987,FicNau,44,CN
330,7,29/01/1987,28/01/1988,23,59,01/01/1987,Morind,20,CN
330,7,29/01/1987,28/01/1988,23,59,01/01/1987,Pisoni,23,CN
330,7,29/01/1987,28/01/1988,23,59,01/01/1987,Ochros,6,CN
330,7,29/01/1987,28/01/1988,23,59,01/01/1987,PhyCas,1,CN
330,7,29/01/1987,28/01/1988,23,59,01/01/1987,GosHir,44,CN
330,7,29/01/1987,28/01/1988,23,59,01/01/1987,AchAsp,6,CN
330,7,29/01/1987,28/01/1988,23,59,01/01/1987,OtherT,29,CN
330,7,29/01/1987,28/01/1988,23,59,01/01/1987,OtherH,6,CN
331,7,29/01/1987,28/01/1988,24,59,01/01/1987,Morind,52,CN
331,7,29/01/1987,28/01/1988,24,59,01/01/1987,Pisoni,32,CN
331,7,29/01/1987,28/01/1988,24,59,01/01/1987,PhyCas,2,CN
331,7,29/01/1987,28/01/1988,24,59,01/01/1987,GosHir,29,CN
331,7,29/01/1987,28/01/1988,24,59,01/01/1987,NepMul,13,CN
331,7,29/01/1987,28/01/1988,24,59,01/01/1987,AchAsp,6,CN
331,7,29/01/1987,28/01/1988,24,59,01/01/1987,OtherT,72,CN
331,7,29/01/1987,28/01/1988,24,59,01/01/1987,OtherH,6,CN
332,7,29/01/1987,28/01/1988,25,59,01/01/1987,FicNau,144,CN
332,7,29/01/1987,28/01/1988,25,59,01/01/1987,Morind,140,CN
332,7,29/01/1987,28/01/1988,25,59,01/01/1987,Pisoni,80,CN
332,7,29/01/1987,28/01/1988,25,59,01/01/1987,Mangrv,0,CN
332,7,29/01/1987,28/01/1988,25,59,01/01/1987,PhyCas,5,CN
332,7,29/01/1987,28/01/1988,25,59,01/01/1987,NepMul,31,CN
332,7,29/01/1987,28/01/1988,25,59,01/01/1987,AchAsp,20,CN
333,7,29/01/1987,28/01/1988,26,59,01/01/1987,FicNau,144,CN
333,7,29/01/1987,28/01/1988,26,59,01/01/1987,Morind,140,CN
333,7,29/01/1987,28/01/1988,26,59,01/01/1987,Pisoni,80,CN
333,7,29/01/1987,28/01/1988,26,59,01/01/1987,PhyCas,5,CN
333,7,29/01/1987,28/01/1988,26,59,01/01/1987,NepMul,31,CN
333,7,29/01/1987,28/01/1988,26,59,01/01/1987,AchAsp,20,CN
333,7,29/01/1987,28/01/1988,26,59,01/01/1987,OtherT,121,CN
333,7,29/01/1987,28/01/1988,26,59,01/01/1987,OtherH,20,CN
334,7,29/01/1987,28/01/1988,27,58,01/01/1987,Morind,176,CN
334,7,29/01/1987,28/01/1988,27,58,01/01/1987,Pisoni,115,CN
334,7,29/01/1987,28/01/1988,27,58,01/01/1987,PhyCas,7,CN
334,7,29/01/1987,28/01/1988,27,58,01/01/1987,NepMul,49,CN
334,7,29/01/1987,28/01/1988,27,58,01/01/1987,AchAsp,29,CN
334,7,29/01/1987,28/01/1988,27,58,01/01/1987,OtherT,134,CN
334,7,29/01/1987,28/01/1988,27,58,01/01/1987,OtherH,29,CN
335,7,29/01/1987,28/01/1988,28,58,01/01/1987,FicNau,63,CN
335,7,29/01/1987,28/01/1988,28,58,01/01/1987,Morind,134,CN
335,7,29/01/1987,28/01/1988,28,58,01/01/1987,Pisoni,54,CN
335,7,29/01/1987,28/01/1988,28,58,01/01/1987,Ochros,84,CN
335,7,29/01/1987,28/01/1988,28,58,01/01/1987,PhyCas,19,CN
335,7,29/01/1987,28/01/1988,28,58,01/01/1987,NepMul,22,CN
335,7,29/01/1987,28/01/1988,28,58,01/01/1987,AchAsp,15,CN
335,7,29/01/1987,28/01/1988,28,58,01/01/1987,OtherT,84,CN
335,7,29/01/1987,28/01/1988,28,58,01/01/1987,OtherH,15,CN
336,7,29/01/1987,28/01/1988,30,58,01/01/1987,FicNau,33,CN
336,7,29/01/1987,28/01/1988,30,58,01/01/1987,Morind,95,CN
336,7,29/01/1987,28/01/1988,30,58,01/01/1987,Pisoni,25,CN
336,7,29/01/1987,28/01/1988,30,58,01/01/1987,Ochros,30,CN
336,7,29/01/1987,28/01/1988,30,58,01/01/1987,PhyCas,3,CN
336,7,29/01/1987,28/01/1988,30,58,01/01/1987,NepMul,11,CN
336,7,29/01/1987,28/01/1988,30,58,01/01/1987,AchAsp,7,CN
336,7,29/01/1987,28/01/1988,30,58,01/01/1987,OtherT,51,CN
336,7,29/01/1987,28/01/1988,30,58,01/01/1987,OtherH,7,CN
337,7,29/01/1987,28/01/1988,32,65,01/01/1987,FicNau,63,CN
337,7,29/01/1987,28/01/1988,32,65,01/01/1987,Morind,135,CN
337,7,29/01/1987,28/01/1988,32,65,01/01/1987,Pisoni,63,CN
337,7,29/01/1987,28/01/1988,32,65,01/01/1987,Ochros,88,CN
337,7,29/01/1987,28/01/1988,32,65,01/01/1987,PhyCas,4,CN
337,7,29/01/1987,28/01/1988,32,65,01/01/1987,NepMul,26,CN
337,7,29/01/1987,28/01/1988,32,65,01/01/1987,AchAsp,16,CN
337,7,29/01/1987,28/01/1988,32,65,01/01/1987,OtherT,87,CN
337,7,29/01/1987,28/01/1988,32,65,01/01/1987,OtherH,16,CN
338,7,29/01/1987,28/01/1988,33,65,01/01/1987,Morind,103,CN
338,7,29/01/1987,28/01/1988,33,65,01/01/1987,Pisoni,57,CN
338,7,29/01/1987,28/01/1988,33,65,01/01/1987,Ochros,84,CN
338,7,29/01/1987,28/01/1988,33,65,01/01/1987,PhyCas,4,CN
338,7,29/01/1987,28/01/1988,33,65,01/01/1987,NepMul,20,CN
338,7,29/01/1987,28/01/1988,33,65,01/01/1987,AchAsp,12,CN
338,7,29/01/1987,28/01/1988,33,65,01/01/1987,OtherT,75,CN
338,7,29/01/1987,28/01/1988,33,65,01/01/1987,OtherH,12,CN
339,7,29/01/1987,28/01/1988,34,59,01/01/1987,FicNau,111,CN
339,7,29/01/1987,28/01/1988,34,59,01/01/1987,Morind,151,CN
339,7,29/01/1987,28/01/1988,34,59,01/01/1987,Pisoni,71,CN
339,7,29/01/1987,28/01/1988,34,59,01/01/1987,Ochros,74,CN
339,7,29/01/1987,28/01/1988,34,59,01/01/1987,PhyCas,4,CN
339,7,29/01/1987,28/01/1988,34,59,01/01/1987,NepMul,17,CN
339,7,29/01/1987,28/01/1988,34,59,01/01/1987,AchAsp,8,CN
339,7,29/01/1987,28/01/1988,34,59,01/01/1987,OtherT,111,CN
340,7,29/01/1987,28/01/1988,37,65,01/01/1987,FicNau,111,CN
340,7,29/01/1987,28/01/1988,37,65,01/01/1987,Morind,151,CN
340,7,29/01/1987,28/01/1988,37,65,01/01/1987,Pisoni,71,CN
340,7,29/01/1987,28/01/1988,37,65,01/01/1987,PhyCas,4,CN
340,7,29/01/1987,28/01/1988,37,65,01/01/1987,NepMul,17,CN
340,7,29/01/1987,28/01/1988,37,65,01/01/1987,AchAsp,8,CN
340,7,29/01/1987,28/01/1988,37,65,01/01/1987,OtherT,111,CN
340,7,29/01/1987,28/01/1988,37,65,01/01/1987,OtherH,8,CN
341,7,29/01/1987,28/01/1988,38,59,01/01/1987,FicNau,154,CN
341,7,29/01/1987,28/01/1988,38,59,01/01/1987,Morind,136,CN
341,7,29/01/1987,28/01/1988,38,59,01/01/1987,Pisoni,84,CN
341,7,29/01/1987,28/01/1988,38,59,01/01/1987,PhyCas,5,CN
341,7,29/01/1987,28/01/1988,38,59,01/01/1987,AchAsp,7,CN
341,7,29/01/1987,28/01/1988,38,59,01/01/1987,OtherT,125,CN
342,7,29/01/1987,28/01/1988,40,57,01/01/1987,Morind,24,CN
342,7,29/01/1987,28/01/1988,40,57,01/01/1987,Pisoni,15,CN
342,7,29/01/1987,28/01/1988,40,57,01/01/1987,Ochros,6,CN
342,7,29/01/1987,28/01/1988,40,57,01/01/1987,Scaevo,1,CN
342,7,29/01/1987,28/01/1988,40,57,01/01/1987,GosHir,29,CN
342,7,29/01/1987,28/01/1988,40,57,01/01/1987,AchAsp,8,CN
342,7,29/01/1987,28/01/1988,40,57,01/01/1987,OtherT,23,CN
342,7,29/01/1987,28/01/1988,40,57,01/01/1987,OtherH,8,CN
343,7,29/01/1987,28/01/1988,41,60,01/01/1987,Morind,41,CN
343,7,29/01/1987,28/01/1988,41,60,01/01/1987,Pisoni,7,CN
343,7,29/01/1987,28/01/1988,41,60,01/01/1987,Ochros,3,CN
343,7,29/01/1987,28/01/1988,41,60,01/01/1987,Scaevo,4,CN
343,7,29/01/1987,28/01/1988,41,60,01/01/1987,GosHir,18,CN
343,7,29/01/1987,28/01/1988,41,60,01/01/1987,AchAsp,1,CN
343,7,29/01/1987,28/01/1988,41,60,01/01/1987,OtherT,19,CN
343,7,29/01/1987,28/01/1988,41,60,01/01/1987,OtherH,1,CN
344,7,29/01/1987,28/01/1988,44,60,01/01/1987,FicNau,10,CN
344,7,29/01/1987,28/01/1988,44,60,01/01/1987,Morind,28,CN
344,7,29/01/1987,28/01/1988,44,60,01/01/1987,Pisoni,11,CN
344,7,29/01/1987,28/01/1988,44,60,01/01/1987,PhyCas,2,CN
344,7,29/01/1987,28/01/1988,44,60,01/01/1987,GosHir,14,CN
344,7,29/01/1987,28/01/1988,44,60,01/01/1987,NepMul,4,CN
344,7,29/01/1987,28/01/1988,44,60,01/01/1987,AchAsp,2,CN
344,7,29/01/1987,28/01/1988,44,60,01/01/1987,OtherT,16,CN
344,7,29/01/1987,28/01/1988,44,60,01/01/1987,OtherH,4,CN
345,7,29/01/1987,28/01/1988,45,60,01/01/1987,FicNau,12,CN
345,7,29/01/1987,28/01/1988,45,60,01/01/1987,Morind,14,CN
345,7,29/01/1987,28/01/1988,45,60,01/01/1987,Pisoni,13,CN
345,7,29/01/1987,28/01/1988,45,60,01/01/1987,Ochros,10,CN
345,7,29/01/1987,28/01/1988,45,60,01/01/1987,GosHir,13,CN
345,7,29/01/1987,28/01/1988,45,60,01/01/1987,NepMul,4,CN
345,7,29/01/1987,28/01/1988,45,60,01/01/1987,AchAsp,3,CN
345,7,29/01/1987,28/01/1988,45,60,01/01/1987,OtherH,3,CN
346,7,29/01/1987,28/01/1988,47,61,01/01/1987,FicNau,14,CN
346,7,29/01/1987,28/01/1988,47,61,01/01/1987,Morind,13,CN
346,7,29/01/1987,28/01/1988,47,61,01/01/1987,Pisoni,17,CN
346,7,29/01/1987,28/01/1988,47,61,01/01/1987,Ochros,9,CN
346,7,29/01/1987,28/01/1988,47,61,01/01/1987,PhyCas,0,CN
346,7,29/01/1987,28/01/1988,47,61,01/01/1987,NepMul,4,CN
346,7,29/01/1987,28/01/1988,47,61,01/01/1987,AchAsp,5,CN
346,7,29/01/1987,28/01/1988,47,61,01/01/1987,OtherH,5,CN
347,7,29/01/1987,28/01/1988,49,61,01/01/1987,Morind,17,CN
347,7,29/01/1987,28/01/1988,49,61,01/01/1987,Pisoni,13,CN
347,7,29/01/1987,28/01/1988,49,61,01/01/1987,PhyCas,2,CN
347,7,29/01/1987,28/01/1988,49,61,01/01/1987,NepMul,3,CN
347,7,29/01/1987,28/01/1988,49,61,01/01/1987,AchAsp,3,CN
347,7,29/01/1987,28/01/1988,49,61,01/01/1987,OtherT,16,CN
347,7,29/01/1987,28/01/1988,49,61,01/01/1987,OtherH,3,CN
348,7,29/01/1987,28/01/1988,51,61,01/01/1987,Morind,19,CN
348,7,29/01/1987,28/01/1988,51,61,01/01/1987,Pisoni,16,CN
348,7,29/01/1987,28/01/1988,51,61,01/01/1987,PhyCas,2,CN
348,7,29/01/1987,28/01/1988,51,61,01/01/1987,NepMul,4,CN
348,7,29/01/1987,28/01/1988,51,61,01/01/1987,AchAsp,1,CN
348,7,29/01/1987,28/01/1988,51,61,01/01/1987,OtherH,1,CN
349,7,29/01/1987,28/01/1988,52,60,01/01/1987,Morind,22,CN
349,7,29/01/1987,28/01/1988,52,60,01/01/1987,Pisoni,8,CN
349,7,29/01/1987,28/01/1988,52,60,01/01/1987,Ochros,1,CN
349,7,29/01/1987,28/01/1988,52,60,01/01/1987,Scaevo,7,CN
349,7,29/01/1987,28/01/1988,52,60,01/01/1987,AchAsp,2,CN
349,7,29/01/1987,28/01/1988,52,60,01/01/1987,OtherT,17,CN
349,7,29/01/1987,28/01/1988,52,60,01/01/1987,OtherH,2,CN
350,7,29/01/1987,28/01/1988,53,60,01/01/1987,Morind,14,CN
350,7,29/01/1987,28/01/1988,53,60,01/01/1987,Pisoni,9,CN
350,7,29/01/1987,28/01/1988,53,60,01/01/1987,GosHir,17,CN
350,7,29/01/1987,28/01/1988,53,60,01/01/1987,AchAsp,4,CN
350,7,29/01/1987,28/01/1988,53,60,01/01/1987,OtherT,12,CN
350,7,29/01/1987,28/01/1988,53,60,01/01/1987,OtherH,4,CN
351,7,29/01/1987,28/01/1988,54,60,01/01/1987,FicNau,20,CN
351,7,29/01/1987,28/01/1988,54,60,01/01/1987,Morind,86,CN
351,7,29/01/1987,28/01/1988,54,60,01/01/1987,Pisoni,27,CN
351,7,29/01/1987,28/01/1988,54,60,01/01/1987,Scaevo,5,CN
351,7,29/01/1987,28/01/1988,54,60,01/01/1987,AchAsp,3,CN
351,7,29/01/1987,28/01/1988,54,60,01/01/1987,OtherT,44,CN
351,7,29/01/1987,28/01/1988,54,60,01/01/1987,OtherH,3,CN
352,7,29/01/1987,28/01/1988,55,61,01/01/1987,FicNau,111,CN
352,7,29/01/1987,28/01/1988,55,61,01/01/1987,Morind,23,CN
352,7,29/01/1987,28/01/1988,55,61,01/01/1987,Pisoni,16,CN
352,7,29/01/1987,28/01/1988,55,61,01/01/1987,PhyCas,1,CN
352,7,29/01/1987,28/01/1988,55,61,01/01/1987,NepMul,4,CN
352,7,29/01/1987,28/01/1988,55,61,01/01/1987,OtherT,50,CN
352,7,29/01/1987,28/01/1988,55,61,01/01/1987,OtherH,2,CN
353,7,29/01/1987,28/01/1988,56,60,01/01/1987,FicNau,20,CN
353,7,29/01/1987,28/01/1988,56,60,01/01/1987,Morind,86,CN
353,7,29/01/1987,28/01/1988,56,60,01/01/1987,Pisoni,27,CN
353,7,29/01/1987,28/01/1988,56,60,01/01/1987,Ochros,61,CN
353,7,29/01/1987,28/01/1988,56,60,01/01/1987,Scaevo,5,CN
353,7,29/01/1987,28/01/1988,56,60,01/01/1987,AchAsp,3,CN
353,7,29/01/1987,28/01/1988,56,60,01/01/1987,OtherT,44,CN
353,7,29/01/1987,28/01/1988,56,60,01/01/1987,OtherH,3,CN
354,7,29/01/1987,28/01/1988,57,60,01/01/1987,FicNau,20,CN
354,7,29/01/1987,28/01/1988,57,60,01/01/1987,Morind,86,CN
354,7,29/01/1987,28/01/1988,57,60,01/01/1987,Pisoni,27,CN
354,7,29/01/1987,28/01/1988,57,60,01/01/1987,Ochros,61,CN
354,7,29/01/1987,28/01/1988,57,60,01/01/1987,Scaevo,5,CN
354,7,29/01/1987,28/01/1988,57,60,01/01/1987,AchAsp,3,CN
354,7,29/01/1987,28/01/1988,57,60,01/01/1987,OtherT,44,CN
354,7,29/01/1987,28/01/1988,57,60,01/01/1987,OtherH,3,CN
355,7,29/01/1987,28/01/1988,59,66,01/01/1987,FicNau,96,CN
355,7,29/01/1987,28/01/1988,59,66,01/01/1987,Morind,48,CN
355,7,29/01/1987,28/01/1988,59,66,01/01/1987,Pisoni,15,CN
355,7,29/01/1987,28/01/1988,59,66,01/01/1987,Ochros,5,CN
355,7,29/01/1987,28/01/1988,59,66,01/01/1987,Scaevo,2,CN
355,7,29/01/1987,28/01/1988,59,66,01/01/1987,NepMul,3,CN
355,7,29/01/1987,28/01/1988,59,66,01/01/1987,AchAsp,4,CN
355,7,29/01/1987,28/01/1988,59,66,01/01/1987,OtherT,5,CN
355,7,29/01/1987,28/01/1988,59,66,01/01/1987,OtherH,4,CN
356,7,29/01/1987,28/01/1988,60,61,01/01/1987,Morind,10,CN
356,7,29/01/1987,28/01/1988,60,61,01/01/1987,Pisoni,7,CN
356,7,29/01/1987,28/01/1988,60,61,01/01/1987,AchAsp,2,CN
356,7,29/01/1987,28/01/1988,60,61,01/01/1987,OtherT,22,CN
356,7,29/01/1987,28/01/1988,60,61,01/01/1987,OtherH,2,CN
357,7,29/01/1987,28/01/1988,61,66,01/01/1987,FicNau,50,CN
357,7,29/01/1987,28/01/1988,61,66,01/01/1987,Morind,26,CN
357,7,29/01/1987,28/01/1988,61,66,01/01/1987,Pisoni,10,CN
357,7,29/01/1987,28/01/1988,61,66,01/01/1987,Euphor,6,CN
357,7,29/01/1987,28/01/1988,61,66,01/01/1987,OtherT,28,CN
357,7,29/01/1987,28/01/1988,61,66,01/01/1987,OtherH,4,CN
358,7,29/01/1987,28/01/1988,62,61,01/01/1987,FicNau,48,CN
358,7,29/01/1987,28/01/1988,62,61,01/01/1987,Morind,57,CN
358,7,29/01/1987,28/01/1988,62,61,01/01/1987,Pisoni,14,CN
358,7,29/01/1987,28/01/1988,62,61,01/01/1987,Euphor,16,CN
358,7,29/01/1987,28/01/1988,62,61,01/01/1987,NepMul,7,CN
358,7,29/01/1987,28/01/1988,62,61,01/01/1987,OtherT,39,CN
358,7,29/01/1987,28/01/1988,62,61,01/01/1987,OtherH,6,CN
359,7,29/01/1987,28/01/1988,63,61,01/01/1987,FicNau,19,CN
359,7,29/01/1987,28/01/1988,63,61,01/01/1987,Morind,19,CN
359,7,29/01/1987,28/01/1988,63,61,01/01/1987,Pisoni,16,CN
359,7,29/01/1987,28/01/1988,63,61,01/01/1987,Ochros,21,CN
359,7,29/01/1987,28/01/1988,63,61,01/01/1987,PhyCas,2,CN
359,7,29/01/1987,28/01/1988,63,61,01/01/1987,NepMul,4,CN
359,7,29/01/1987,28/01/1988,63,61,01/01/1987,AchAsp,1,CN
359,7,29/01/1987,28/01/1988,63,61,01/01/1987,OtherT,18,CN
359,7,29/01/1987,28/01/1988,63,61,01/01/1987,OtherH,1,CN
360,7,29/01/1987,28/01/1988,67,61,01/01/1987,FicNau,72,CN
360,7,29/01/1987,28/01/1988,67,61,01/01/1987,Morind,93,CN
